vöktum,vœxtʏm
helgihaldi,hɛlcɪhaltɪ
helgihaldinu,hɛlcɪhaltɪnʏ
helgileik,hɛlcɪlei:k
helgimynd,hɛlcɪmɪnt
helgimyndir,hɛlcɪmɪntɪr
helgimyndirnar,hɛlcɪmɪntɪtnar
helgimyndunum,hɛlcɪmɪntɔnʏm
helgin,hɛlcɪn
helgina,hɛlcɪna
helgisiða,hɛlcɪsɪ:ða
helgisiðum,hɛlcɪsɪ:ðʏm
helgispjöll,hɛlcɪspjœtl̥
helgistund,hɛlcɪstʏnt
helgistundir,hɛlcɪstʏntɪr
helgisöngvar,hɛlcɪsœjŋkvar
helgra,hɛlkra
Helgu,hɛlkʏ
helguð,hɛlkʏð
helguðu,hɛlkʏðʏ
helgum,hɛlkʏm
helgumst,hɛlkʏmst
helgur,hɛlkʏr
Helguson,hɛlkʏsɔ:n
helgustu,hɛlkʏstʏ
Helguvík,hɛlkʏvi:k
heljar,hɛljar
Heljardalsbóndinn,hɛljartalspountɪn
Heljardalur,hɛljarta:lʏr
heljargjá,hɛljarca:u
heljargreipum,hɛljarkrɛ:jpʏm
heljarinnar,hɛljarɪnar
heljarstökk,hɛljarstœhk
heljartökum,hɛljartœ:kʏm
helju,hɛljʏ
Hella,hɛtla
hellarnir,hɛtlatnɪr
hellast,hɛtlast
helli,hɛtlɪ
hellið,hɛtlɪð
helling,hɛtliŋk
hellingur,hɛtliŋkʏr
hellinum,hɛtlɪnʏm
hellir,hɛtlɪr
hellirinn,hɛtlɪrɪn
hellis,hɛtlɪs
hellisbúans,hɛtlɪspu:ans
hellisheiðarþoku,hɛtlɪshɛjðarθɔ:kʏ
Hellisheiði,hɛtlɪshei:ðɪ
Hellisheiðina,hɛtlɪshei:ðɪna
hellisins,hɛtlɪsɪns
Hellissandi,hɛtlɪsantɪ
hellisskútum,hɛtlɪsku:tʏm
hellist,hɛtlɪst
hellnahóll,hɛtlnahoutl̥
Hellnum,hɛtlnʏm
hellt,hɛl̥t
hellti,hɛl̥tɪ
helltist,hɛl̥tɪst
helltu,hɛl̥tʏ
helltum,hɛl̥tʏm
helltust,hɛl̥tʏst
Hellu,hɛtlʏ
hellubjarginu,hɛtlʏpjarcɪnʏ
hellugnúpsskarð,hɛtlʏknupskarð
hellugorm,hɛtlʏkɔrm
hellum,hɛtlʏm
helluna,hɛtlʏna
hellunni,hɛtlʏnɪ
hellunum,hɛtlɔnʏm
hellur,hɛtlʏr
hellusundi,hɛtlʏsʏntɪ
helming,hɛlmiŋk
helminga,hɛlmiŋka
helmingalína,hɛlmiŋkali:na
helmingi,hɛlmiɲcɪ
helminginn,hɛlmiɲcɪn
helmingnum,hɛlmiŋknʏm
helmings,hɛlmiŋks
helmingur,hɛlmiŋkʏr
helmingurinn,hɛlmiŋkʏrɪn
Helsingborg,hɛlsiŋpɔrk
Helsinki,hɛlsiɲ̊cɪ
helst,hɛlst
helsta,hɛlsta
helstar,hɛlstar
helsti,hɛlstɪ
helstu,hɛlstʏ
helstum,hɛlstʏm
heltekið,hɛltɛcɪð
heltekin,hɛltɛcɪn
heltekinn,hɛltɛcɪn
heltikasta,hɛltɪkasta
heltók,hɛltouk
helvískur,hɛlviskʏr
helvíti,hɛlvitɪ
helvítin,hɛlvitɪn
helvítis,hɛlvitɪs
hemil,hɛ:mɪl
hemja,hɛmja
hemlaði,hɛmlaðɪ
hemlum,hɛmlʏm
hempu,hɛm̥pʏ
henda,hɛnta
hendandi,hɛntantɪ
hendi,hɛntɪ
hendina,hɛntɪna
hendingar,hɛntiŋkar
hendingin,hɛntiɲcɪn
hendingskasti,hɛntiŋkskastɪ
hendingu,hɛntiŋkʏ
hendingum,hɛntiŋkʏm
hendinni,hɛntɪnɪ
hendir,hɛntɪr
hendist,hɛntɪst
hendur,hɛntʏr
hendurnar,hɛntʏtnar
hengd,heiŋt
hengdi,heiŋtɪ
hengdir,heiŋtɪr
hengi,heiɲcɪ
hengibjörk,hɛjɲcɪpjœr̥k
hengið,heiɲcɪð
hengiflug,hɛjɲcɪflʏ:ɣ
hengilás,heiɲcɪlau:s
hengir,heiɲcɪr
hengirúminu,heiɲcɪru:mɪnʏ
hengja,heiɲca
hengt,heiŋ̊t
hennar,hɛnar
henni,hɛnɪ
Henning,hɛniŋk
Henningsson,hɛniŋksɔ:n
Henningssyni,hɛniŋksɪ:nɪ
Henný,hɛni
Henrik,hɛnrɪk
Henriksson,hɛnrɪksɔ:n
Henry,hɛnri
henrý,hɛnri
hent,hɛn̥t
henta,hɛn̥ta
hentað,hɛn̥tað
hentaði,hɛn̥taðɪ
hentar,hɛn̥tar
henti,hɛn̥tɪ
hentisemi,hɛn̥tɪsɛmɪ
hentu,hɛn̥tʏ
hentuðu,hɛn̥tʏðʏ
hentug,hɛn̥tʏɣ
hentugt,hɛn̥tʏxt
hentugur,hɛn̥tʏɣʏr
hentum,hɛn̥tʏm
hentust,hɛn̥tʏst
heppileg,hɛhpɪlɛɣ
heppilega,hɛhpɪlɛɣa
heppilegast,hɛhpɪlɛɣast
heppilegra,hɛhpɪlɛɣra
heppilegt,hɛhpɪlɛxt
heppilegur,hɛhpɪlɛɣʏr
heppin,hɛhpɪn
heppinn,hɛhpɪn
heppna,hɛhpna
heppnað,hɛhpnað
heppnaða,hɛhpnaða
heppnaðar,hɛhpnaðar
heppnaðist,hɛhpnaðɪst
heppnari,hɛhpnarɪ
heppnast,hɛhpnast
heppni,hɛhpnɪ
heppnin,hɛhpnɪn
heppnina,hɛhpnɪna
heppnir,hɛhpnɪr
heppnuð,hɛhpnʏð
her,hɛ:r
Hera,hɛ:ra
herafla,hɛ:rapla
herbergi,hɛrpɛcɪ
herbergið,hɛrpɛcɪð
herbergin,hɛrpɛcɪn
herberginu,hɛrpɛcɪnʏ
herbergisdyrnar,hɛrpɛcɪstɪtnar
herbergisdyrunum,hɛrpɛcɪstɪrɔnʏm
herbergiseigandans,hɛrpɛrcɪsɛ:jɣantans
herbergisins,hɛrpɛcɪsɪns
herbergja,hɛrpɛca
herbergjanna,hɛrpɛcana
herbergjum,hɛrpɛcʏm
herbergjunum,hɛrpɛcɔnʏm
herberja,hɛrpɛrcja
Herbert,hɛrpɛr̥t
Herbertsson,hɛrpɛr̥tsɔ:n
herborg,hɛrpɔrk
herbragð,hɛrpraɣð
herbúðanna,hɛrpuðana
herbúðir,hɛrpuðɪr
herbúðirnar,hɛrpuðɪtnar
herbúðum,hɛrpuðʏm
herbúðunum,hɛrpuðɔnʏm
herdeild,hɛrteilt
herdeildar,hɛrteiltar
herdeildarbókara,hɛrteiltarpou:kara
herdeildarbókarinn,hɛrteiltarpou:karɪn
herdeildarforinginn,hɛrteiltarfɔ:riɲcɪn
herdeildarforingja,hɛrteiltarfɔ:riɲca
herdeildin,hɛrteiltɪn
herdeildina,hɛrteiltɪna
herdeildinni,hɛrteiltɪnɪ
herdeildir,hɛrteiltɪr
herdeildirnar,hɛrteiltɪtnar
Herdís,hɛrtis
Herdísar,hɛrtisar
Herdísi,hɛrtisɪ
herða,hɛrða
herðabreiður,hɛrðaprei:ðʏr
herðar,hɛrðar
herðarnar,hɛrðatnar
herðaslá,hɛrðastlau:
herðatré,hɛrðatrjɛ:
herði,hɛrðɪ
herðir,hɛrðɪr
Herðubreið,hɛrðʏprei:ð
herðum,hɛrðʏm
herfan,hɛrvan
herfang,hɛr̥fauŋk
herfangi,hɛr̥fauɲcɪ
herferð,hɛr̥fɛrð
herferðin,hɛr̥fɛrðɪn
herferðina,hɛr̥fɛrðɪna
herfi,hɛrvɪ
herfilega,hɛrvɪlɛɣa
herflokk,hɛr̥flɔhk
herflugvélar,hɛr̥flʏɣvjɛlar
herforingi,hɛr̥fɔriɲcɪ
herforinginn,hɛr̥fɔriɲcɪn
herforingja,hɛr̥fɔriɲca
herforingjar,hɛr̥fɔriɲcar
herforingjarnir,hɛr̥fɔriɲcatnɪr
herforingjastjórnar,hɛr̥fɔriɲcastjourtnar
herforingjum,hɛr̥fɔriɲcʏm
herfylkingarinnar,hɛr̥fɪl̥ciŋkarɪnar
herfylkingin,hɛr̥fɪl̥ciɲcɪn
herfylkishöfðingi,hɛr̥fɪl̥cɪshœvðiɲcɪ
herför,hɛr̥fœr
herinn,hɛ:rɪn
herirnir,hɛ:rɪtnɪr
herja,hɛrja
herjað,hɛrjað
herjaði,hɛrjaðɪ
herjar,hɛrjar
Herjólfi,hɛrjoulvɪ
Herjólfs,hɛrjoulvs
Herjólfur,hɛrjoulvʏr
herkjum,hɛr̥cʏm
Herkúles,hɛr̥kulɛs
herkúlesblýant,hɛr̥kulɛspli:an̥t
herkví,hɛr̥kvi
herlegheitin,hɛrlɛɣhei:tɪn
herlið,hɛrlɪð
herma,hɛrma
hermaður,hɛrmaðʏr
Hermann,hɛrman
hermanna,hɛrmana
hermannanna,hɛrmanana
hermannasið,hɛrmanasɪ:ð
hermannavísu,hɛrmanavi:sʏ
hermanni,hɛrmanɪ
hermanninum,hɛrmanɪnʏm
Hermanns,hɛrmans
Hermannsdóttir,hɛrmanstouhtɪr
hermannsins,hɛrmansɪns
Hermannsson,hɛrmansɔ:n
Hermannssonar,hɛrmansɔ:nar
Hermansson,hɛrmansɔ:n
hermdarverk,hɛmtarvɛr̥k
hermdarverka,hɛrmtarvɛr̥ka
hermdi,hɛrmtɪ
hermdu,hɛrmtʏ
hermenn,hɛrmɛn
hermennina,hɛrmɛnɪna
hermennirnir,hɛrmɛnɪtnɪr
hermennsku,hɛrmɛnskʏ
hermi,hɛrmɪ
hermir,hɛrmɪr
Hermína,hɛrmina
hermt,hɛrm̥t
Hermundur,hɛrmʏntʏr
hermönnum,hɛrmœnʏm
hernað,hɛrtnað
hernaðar,hɛrtnaðar
hernaðaraðgerðir,hɛrtnaðaraðcɛrðɪr
hernaðaraðgerðum,hɛrtnaðaraðcɛrðʏm
hernaðarlega,hɛrtnaðarlɛɣa
hernaðarlegri,hɛrtnaðarlɛɣrɪ
hernaði,hɛrtnaðɪ
hernaðinum,hɛrtnaðɪnʏm
hernámi,hɛrnaumɪ
hernámsárunum,hɛrnaumsau:rɔnʏm
hernum,hɛrtnʏm
hernumdar,hɛrtnʏmtar
hernumdu,hɛrnʏmtʏ
heróíni,hɛ:rouinɪ
herpast,hɛr̥past
herpes,hɛr̥pɛs
herpist,hɛr̥pɪst
herprestinn,hɛrprɛstɪn
herprestinum,hɛrprɛstɪnʏm
herprestsins,hɛrprɛstsɪns
herpresturinn,hɛrprɛstʏrɪn
herpt,hɛr̥t
herptan,hɛr̥tan
herptar,hɛr̥tar
herptist,hɛr̥tɪst
herptust,hɛr̥tʏst
herra,hɛra
herradómur,hɛratou:mʏr
herraklúbburinn,hɛrakʰlupʏrɪn
herramaður,hɛrama:ðʏr
herramenn,hɛramɛn
herrans,hɛrans
herranum,hɛranʏm
herranæturleikritið,hɛrana:jtʏrlɛ:jkrɪtɪð
herrar,hɛrar
herráðinu,hɛrauðɪnʏ
herráðsins,hɛrauðsɪns
herrétt,hɛrjɛht
herréttinum,hɛrjɛhtɪnʏm
hers,hɛr̥s
hersat,hɛr̥sat
herseta,hɛr̥sɛta
hershöfðingi,hɛr̥shœvðiɲcɪ
hershöfðinginn,hɛr̥shœvðiɲcɪn
hershöfðingja,hɛr̥shœvðiɲca
hersing,hɛr̥siŋk
hersingin,hɛr̥siɲcɪn
hersins,hɛr̥sɪns
herskálakamp,hɛr̥skaulakam̥p
herskip,hɛr̥scɪp
herskipin,hɛr̥scɪpɪn
herskólakampi,hɛr̥skoulakam̥pɪ
hersluhneta,hɛr̥stlʏn̥ɛta
herslumuninn,hɛr̥stlʏmʏ:nɪn
hersteinsdóttir,hɛr̥stɛjnstouhtɪr
herstjóri,hɛr̥stjourɪ
herstjórnarinnar,hɛr̥stjourtnarɪnar
herstjórnarskrifstofunni,hɛr̥stjourtnarskrɪfstɔvʏnɪ
herstjórninni,hɛr̥stjourtnɪnɪ
herstöð,hɛr̥stœð
herstöðina,hɛr̥stœðɪna
herstöðinni,hɛr̥stœðɪnɪ
herstöðvar,hɛr̥stœðvar
herstöðvum,hɛr̥stœðvʏm
hersveit,hɛr̥sveit
hersveitar,hɛr̥sveitar
hersveitir,hɛr̥sveitɪr
hersveitum,hɛr̥sveitʏm
hert,hɛr̥t
hertar,hɛr̥tar
herti,hɛr̥tɪ
hertist,hɛr̥tɪst
hertogarnir,hɛr̥tɔɣatnɪr
hertri,hɛr̥trɪ
hertsa,hɛr̥tsa
hertu,hɛr̥tʏ
Hertz,hɛr̥ts
hervaldi,hɛrvaltɪ
hervör,hɛrvœr
herþjónustu,hɛr̥θjounʏstʏ
herþjónustunni,hɛr̥θjounʏstʏnɪ
heræfingar,hɛ:raiviŋkar
herör,hɛ:rœr
hespa,hɛspa
hess,hɛs
hest,hɛst
hesta,hɛsta
hestaats,hɛstaats
hestaferðir,hɛstafɛrðɪr
hestafla,hɛstapla
hestaíþróttir,hɛstai:θrouhtɪr
hestakerrur,hɛstacʰɛrʏr
hestakonu,hɛstakʰɔ:nʏ
hestamaður,hɛstama:ðʏr
hestamanna,hɛstamana
hestamannafélaga,hɛstamanafjɛ:laɣa
hestamannsins,hɛstamansɪns
hestamenn,hɛstamɛn
hestamennsku,hɛstamɛnskʏ
hestamennskunnar,hɛstamɛnskʏnar
hestamönnum,hɛstamœnʏm
hestana,hɛstana
hestar,hɛstar
hestarekur,hɛstarɛ:kʏr
hestarnir,hɛstatnɪr
hestasveinninn,hɛstasveitnɪn
hestbak,hɛstpak
hestbaki,hɛstpacɪ
hesthemlar,hɛsthɛmlar
hesthús,hɛsthus
hesthúsi,hɛsthusɪ
hesthúsið,hɛsthusɪð
hesthúsinu,hɛsthusɪnʏ
hesti,hɛstɪ
hestinn,hɛstɪn
hestinum,hɛstɪnʏm
hestsins,hɛstsɪns
hestum,hɛstʏm
hestunum,hɛstɔnʏm
hestur,hɛstʏr
hesturinn,hɛstʏrɪn
hestvagni,hɛstvaknɪ
hestöfl,hɛstœpl̥
hestöflum,hɛstœplʏm
hetja,hɛ:tja
hetjan,hɛ:tjan
hetju,hɛ:tjʏ
hetjudáðina,hɛ:tjʏta:uðɪna
hetjulega,hɛ:tjʏlɛɣa
hetjulegri,hɛ:tjʏlɛɣrɪ
hetjum,hɛ:tjʏm
hetjuna,hɛ:tjʏna
hetjur,hɛ:tjʏr
hetjurnar,hɛ:tjʏtnar
hetjuverki,hɛ:tjʏvɛr̥cɪ
hetti,hɛhtɪ
hettu,hɛhtʏ
hettum,hɛhtʏm
hettumunka,hɛhtʏmuŋ̥ka
hettuna,hɛhtʏna
hettunni,hɛhtʏnɪ
hey,hei:
heygafflar,hɛ:jkaflar
heyi,heijɪ
heyið,heijɪð
heyinu,heijɪnʏ
heyja,heija
heyjað,heijað
heyknosara,hɛ:jhkʰnɔsara
heykvísl,hei:kvistl̥
heymaur,hɛ:jmœjr
heyr,hei:r
heyra,hei:ra
heyranda,hei:ranta
heyrast,hei:rast
heyrði,heirðɪ
heyrðirðu,heirðɪrʏ
heyrðist,heirðɪst
heyrðu,heirðʏ
heyrðuð,heirðʏð
heyrðum,heirðʏm
heyrðust,heirðʏst
heyri,hei:rɪ
heyriði,hei:rɪðɪ
heyrir,hei:rɪr
heyrirðu,hei:rɪrʏ
heyrist,hei:rɪst
heyrn,heirtn̥
heyrnarhjálp,heirtnarçaul̥p
heyrnarhlífarnar,heirtnarl̥i:vatnar
heyrnarlaus,heirtnarlœi:s
heyrnarlausa,hɛjrtnarlœisa
heyrnarlausra,heirtnarlœi:sra
heyrnarskertir,hɛjrtnar̥scɛr̥tɪr
heyrnartólið,heirtnartou:lɪð
heyrnartólin,hɛjrtnartʰɔ:ulɪn
heyrnina,heirtnɪna
heyrst,heir̥st
heyrt,heir̥t
heyrum,hei:rʏm
heysins,hɛ:jsɪns
heyskap,hei:skap
heyskapinn,hei:skapɪn
heyvinnuna,hɛ:jvɪnʏna
héðan,çɛ:ðan
Héðinn,çɛ:ðɪn
Héðins,çɛ:ðɪns
Héðinsgötu,çɛ:ðɪnskœ:tʏ
Héðni,çɛðnɪ
hégóma,çɛ:kouma
hégómi,çɛ:koumɪ
hégóminn,çɛ:koumɪn
hékk,çɛhk
héldi,çɛltɪ
héldist,çɛltɪst
héldu,çɛltʏ
hélduð,çɛltʏð
héldum,çɛltʏm
héldust,çɛltʏst
hélst,çɛlst
hélt,çɛl̥t
hélulekinn,çɛ:lʏlɛ:cɪn
héngi,çeiɲcɪ
héngu,çeiŋkʏ
hér,çɛ:r
hérað,çɛ:rað
héraða,çɛ:raða
héraði,çɛ:raðɪ
héraðið,çɛ:raðɪð
héraðinu,çɛ:raðɪnʏ
héraðs,çɛ:raðs
héraðsbúa,çɛ:raðspu:a
héraðsdómari,çɛ:raðstou:marɪ
héraðsdómarinn,çɛ:raðstou:marɪn
héraðsdómi,çɛ:raðstou:mɪ
héraðsdóms,çɛ:raðstoums
héraðsdómur,çɛ:raðstoumʏr
héraðsins,çɛ:raðsɪns
héraðslæknirinn,çɛ:raðstlaihknɪrɪn
héraðsprestur,çɛ:raðsprɛstʏr
hérlendis,çɛrlɛntɪs
hérna,çɛtna
héruð,çɛ:rʏð
héruðum,çɛ:rʏðʏm
hérumbil,çɛ:rʏmpɪ:l
hét,çɛ:t
héti,çɛtɪ
hétu,çɛtʏ
hétum,çɛtʏm
hf,hau: ɛf
HHÍ,hau: hau: i:
hið,hɪ:ð
hik,hɪ:k
hika,hɪ:ka
hikað,hɪ:kað
hikaði,hɪ:kaðɪ
hikandi,hɪ:kantɪ
hikar,hɪ:kar
hiki,hɪ:cɪ
hikið,hɪ:cɪð
hiklausan,hɪ:klœjsan
hiklaust,hɪ:klaust
hiks,hɪ:ks
hikstaði,hɪkstaðɪ
hikstar,hɪkstar
hikuðu,hɪ:kʏðʏ
Hilda,hɪlta
Hildar,hɪltar
hildarleik,hɪltarlɛ:jk
Hildi,hɪltɪ
Hildigunni,hɪltɪkʏnɪ
Hildigunnur,hɪltɪkʏnʏr
Hildur,hɪltʏr
hilla,hɪtla
hillingum,hɪtliŋkʏm
hillu,hɪtlʏ
hillubera,hɪtlʏpɛ:ra
hillum,hɪtlʏm
hilluna,hɪtlʏna
hillunni,hɪtlʏnɪ
hillur,hɪtlʏr
Hilma,hɪlma
Hilmar,hɪlmar
Hilmari,hɪlmarɪ
Hilmars,hɪlmar̥s
Hilmarsdóttir,hɪlmar̥stouhtɪr
hilmarsdóttur,hɪlmar̥stouhtʏr
Hilmarsson,hɪlmar̥sɔ:n
Hilmarssonar,hɪlmar̥sɔ:nar
hilmarssyni,hɪlmar̥sɪ:nɪ
Hilmir,hɪlmɪr
Hilmu,hɪlmʏ
hilton,hɪl̥tɔn
himbrimapör,hɪmprɪmapʰœ:r
himbrimi,hɪmprɪmɪ
himin,hɪ:mɪn
himinbjarga,hɪ:mɪnpjarka
himinbláa,hɪ:mɪnplau:a
himinbláum,hɪ:mɪnplau:ʏm
himingeimsins,hɪ:mincɛjmsɪns
himinhrópandi,hɪ:mɪnr̥ɔ:upantɪ
himinhvolfið,hɪ:mɪnkvɔlvɪð
himinhvolfinu,hɪ:mɪnkvɔlvɪnʏ
himinhvolfsins,hɪ:mɪnkʰvɔlsɪns
himininn,hɪ:mɪnɪn
himinlifandi,hɪ:mɪnlɪ:vantɪ
himinn,hɪ:mɪn
himinninn,hɪ:mɪnɪn
himinríkis,hɪ:mɪnri:cɪs
himins,hɪ:mɪns
himinsins,hɪ:mɪnsɪns
himintungla,hɪ:mɪntuŋla
Himmi,hɪmɪ
himna,hɪmna
himnalagi,hɪmnalaijɪ
himnanna,hɪmnana
himnaríki,hɪmnari:cɪ
himnaríkis,hɪmnari:cɪs
himnarnir,hɪmnatnɪr
himnasending,hɪmnasɛntiŋk
himnasæld,hɪmnasajlt
himnasælu,hɪmnasa:jlʏ
himnesk,hɪmnɛsk
himneska,hɪmnɛska
himneski,hɪmnɛscɪ
himneskrar,hɪmnɛskrar
himneskri,hɪmnɛskrɪ
himnesku,hɪmnɛskʏ
himni,hɪmnɪ
himninum,hɪmnɪnʏm
himnum,hɪmnʏm
hin,hɪ:n
hina,hɪ:na
hinar,hɪ:nar
hind,hɪnt
hindra,hɪntra
hindrað,hɪntrað
hindraði,hɪntraðɪ
hindranir,hɪntranɪr
hindrar,hɪntrar
hindrun,hɪntrʏn
hindrunarlausa,hɪntrʏnarlœisa
hindrunum,hɪntrʏnʏm
hindúa,hɪntua
hingað,hiŋkað
hinir,hɪ:nɪr
hinkra,hiŋ̊kra
hinkraði,hiŋ̊kraðɪ
hinn,hɪn
hinna,hɪna
hinnar,hɪnar
hinni,hɪnɪ
Hinrik,hɪnrɪk
hinriks,hɪnrɪks
Hinriksdóttir,hɪnrɪkstouhtɪr
Hinriksson,hɪnrɪksɔ:n
Hinrikssonar,hɪnrɪksɔ:nar
hins,hɪns
hinsegin,hɪnseijɪn
hinsta,hɪnsta
hinstu,hɪnstʏ
hinsvegar,hɪnsvɛɣar
hinu,hɪ:nʏ
hinum,hɪ:nʏm
hipp,hɪhp
hippar,hɪhpar
hippi,hɪhpɪ
hirð,hɪrð
hirða,hɪrða
hirðir,hɪrðɪr
hirðirinn,hɪrðɪrɪn
hirðuleysislega,hɪrðʏleisɪstlɛɣa
hirsi,hɪr̥sɪ
hirslur,hɪr̥stlʏr
Hirst,hɪr̥st
hirt,hɪr̥t
hirti,hɪr̥tɪ
hirtu,hɪr̥tʏ
hirtum,hɪr̥tʏm
hirtur,hɪr̥tʏr
hisminu,hɪsmɪnʏ
hispurslaust,hɪspʏr̥stlœist
hispursleysi,hɪspʏr̥stlei:sɪ
hissa,hɪsa
hist,hɪst
hita,hɪ:ta
hitabelti,hɪ:tapɛl̥tɪ
hitabeltinu,hɪ:tapɛl̥tɪnʏ
hitabeltislandi,hɪ:tapɛl̥tɪstlantɪ
hitabreytingarnar,hɪ:taprɛ:jtiŋkatnar
hitabylgja,hɪ:tapɪlca
hitað,hɪ:tað
hitaði,hɪ:taðɪ
hitaeiningarnar,hɪ:taɛjniŋkatnar
hitagildi,hɪ:tacɪltɪ
hitahækkunina,hɪ:tahajhkʏnɪna
hitakerfi,hɪ:tacʰɛrvɪ
hitaketill,hɪ:tacʰɛ:tɪtl̥
hitakröfur,hɪ:takʰrœ:vʏr
hitalampa,hɪ:talam̥pa
hitalaus,hɪ:talœis
hitamál,hɪ:tamau:l
hitanemar,hɪ:tanɛ:mar
hitann,hɪ:tan
hitans,hɪ:tans
hitanum,hɪ:tanʏm
hitar,hɪ:tar
hitasamhengi,hɪ:tasa:mhɛjɲcɪ
hitaskápum,hɪ:taska:upʏm
hitasótt,hɪ:tasouht
hitastig,hɪ:tastɪ:ɣ
hitastigi,hɪ:tasti:jɪ
hitastigið,hɪ:tasti:jɪð
hitastjórnun,hɪ:tastjourtnʏn
Hitaveita,hɪ:tavei:ta
hitaveitu,hɪ:tavei:tʏ
hitaveitur,hɪ:tavɛ:jtʏr
hiti,hɪ:tɪ
hitið,hɪ:tɪð
hitinn,hɪ:tɪn
hitlersæsingurinn,hɪhtlɛr̥sajsiŋkʏrɪn
hitna,hɪhtna
hitnaði,hɪhtnaðɪ
hitnar,hɪhtnar
hitt,hɪht
hitta,hɪhta
hittast,hɪhtast
hitteðfyrra,hɪhtɪfɪra
hitti,hɪhtɪ
hittifyrra,hɪhtɪfɪra
hittir,hɪhtɪr
hittirðu,hɪhtɪrʏ
hittist,hɪhtɪst
hittu,hɪhtʏ
hittum,hɪhtʏm
hittumst,hɪhtʏmst
hittust,hɪhtʏst
hituðu,hɪ:tʏðʏ
hituna,hɪ:tʏna
hitunartækjum,hɪ:tʏnartʰa:jcʏm
HIV,hau: ɪ vaf
hí,hi:
híbýla,hi:pila
híbýli,hi:pilɪ
híbýlin,hi:pilɪn
híbýlum,hi:pilʏm
hífa,hi:va
híma,hi:ma
hímdu,himtʏ
hímir,hi:mɪr
hírast,hi:rast
hjakka,çahka
Hjal,ça:l
hjala,ça:la
hjalaði,ça:laðɪ
hjali,ça:lɪ
hjalla,çatla
Hjallabraut,çatlaprœi:t
hjallaháls,çatlahauls
Hjallakirkja,çatlacʰɪr̥ca
Hjallakirkju,çatlacʰɪr̥cʏ
hjallarnir,çatlatnɪr
Hjalta,çal̥ta
Hjaltadal,çal̥tata:l
Hjaltadóttir,çal̥tatouhtɪr
hjaltadóttur,çal̥tatouhtʏr
Hjaltalín,çal̥talin
Hjaltason,çal̥tasɔ:n
Hjaltested,çal̥tɛstɛð
Hjalti,çal̥tɪ
hjarðar,çarðar
Hjarðarhaga,çarðarha:ɣa
Hjarðarhóli,çarðarhou:lɪ
hjarðir,çarðɪr
hjarnið,çartnɪð
hjarta,çar̥ta
hjartaaðgerð,çar̥taaðcɛrð
hjartaáfall,çar̥taau:fatl̥
hjartadreps,çar̥tatrɛ:ps
hjartað,çar̥tað
hjartagæsku,çar̥tacaisɣʏ
hjartahlý,çar̥tal̥i:
hjartahlýir,çar̥tal̥i:ɪr
hjartahlýja,çar̥tal̥i:ja
hjartahlýju,çar̥tal̥i:jʏ
hjartahlýr,çar̥tal̥i:r
hjartahnoð,çar̥tan̥ɔ:ð
hjartahrein,çar̥tar̥ɛ:jn
hjartakvillar,çartakʰvɪtlar
hjartalag,çar̥tala:ɣ
hjartalags,çar̥talaxs
hjartalagsins,çar̥talaxsɪns
hjartalínuriti,çar̥tali:nʏrɪ:tɪ
hjartanlega,çar̥tanlɛɣa
hjartans,çar̥tans
hjartanu,çar̥tanʏ
Hjartar,çar̥tar
Hjartardóttir,çar̥tartouhtɪr
Hjartarson,çar̥tarsɔ:n
Hjartarsonar,çar̥tarsɔ:nar
hjartarætur,çar̥tarai:tʏr
hjartaræturnar,çar̥tarai:tʏtnar
hjartasjúkdóma,çar̥tasju:ktouma
hjartasjúkdómum,çar̥tasju:ktoumʏm
hjartasjúklinga,çar̥tasjuhkliŋka
hjartasjúklingar,çar̥tasjuhkliŋkar
hjartaslag,çar̥tastla:ɣ
hjartastað,çar̥tasta:ð
Hjartavernd,çar̥tavɛnt
Hjartaverndar,çar̥tavɛntar
hjartnæm,çar̥tnaim
hjartnæmt,çar̥tnaim̥t
hjartsláttur,çar̥tstlauhtʏr
hjartslátturinn,çar̥tstlauhtʏrɪn
hjartslætti,çar̥tstlaihtɪ
hjartveikra,çar̥tveikra
hjá,çau:
hjálm,çaulm
hjálma,çaulma
Hjálmar,çaulmar
Hjálmari,çaulmarɪ
Hjálmars,çaulmar̥s
Hjálmarsdóttir,çaulmar̥stouhtɪr
Hjálmarsson,çaulmar̥sɔ:n
Hjálmarssonar,çaulmar̥sɔ:nar
hjálmi,çaulmɪ
hjálminn,çaulmɪn
hjálminum,çaulmɪnʏm
hjálmsdýpis,çaulmstipɪs
Hjálmsson,çaulmsɔn
Hjálmssyni,çaulmsɪnɪ
hjálmtý,çaulmti
Hjálmtýsdóttir,çaulmtistouhtɪr
hjálmum,çaulmʏm
hjálp,çaul̥p
hjálpa,çaul̥pa
hjálpað,çaul̥pað
hjálpaði,çaul̥paðɪ
hjálpaðir,çaul̥paðɪr
hjálpar,çaul̥par
hjálparaðila,çaul̥para:ðɪla
hjálpardekkja,çaul̥par̥tɛhca
hjálparefna,çaul̥parɛpna
hjálparfrumur,çaul̥par̥frʏ:mʏr
hjálpargögn,çaul̥par̥kœkn̥
hjálpargögnum,çaul̥par̥kœknʏm
hjálparhella,çaul̥parhɛtla
hjálparhönd,çaul̥parhœnt
hjálparlaus,çaul̥parlœi:s
hjálparleit,çaul̥parlɛ:jt
hjálparlínu,çaul̥parli:nʏ
hjálparmæður,çaul̥parmai:ðʏr
hjálparskip,çaul̥par̥scɪp
hjálparstarf,çaul̥parstarv
